cmpA_1_1	0	skipA_1_1_9	0	R
cmpA_1_1	1	skip1_1_1	1	R
cmpA_1_1	2	skipA_1_1_9	2	R
cmpA_1_1	3	skipA_1_1_9	3	R
cmpA_1_1	#	REJECT	#	R
skip1_1_1	,	cmpB_1_1	,	R
cmpB_1_1	0	skipB_1_1_7	0	R
cmpB_1_1	1	passComma2	1	R
cmpB_1_1	2	skipB_1_1_7	2	R
cmpB_1_1	3	skipB_1_1_7	3	R
skipA_1_1_9	,	skipA_1_1_8	,	R
skipA_1_1_8	0	skipA_1_1_7	0	R
skipA_1_1_8	1	skipA_1_1_7	1	R
skipA_1_1_8	2	skipA_1_1_7	2	R
skipA_1_1_8	3	skipA_1_1_7	3	R
skipA_1_1_7	,	skipA_1_1_6	,	R
skipA_1_1_6	0	skipA_1_1_5	0	R
skipA_1_1_6	1	skipA_1_1_5	1	R
skipA_1_1_6	2	skipA_1_1_5	2	R
skipA_1_1_6	3	skipA_1_1_5	3	R
